소득,연령,신용대출총잔액,장기보험사고접수건수,월납보험료,보험유지기간,리볼빙건수,현금서비스합계,대출한도소진율,은행계좌유지기간,신용카드일시불이용률,자동차사고접수건수,대출금액,금리,신용스코어,최근6개월내미상환대출총건수,대출유입경로,연체해제일로부터의기간,연체여부
21600000,36,39135,7,433550,70,2,0,93.2,6063,53,0,7300000,9.11,777,2,모바일앱,99999,0
26400000,44,0,14,318410,175,1,0,89.25,3436,75,0,5000000,7.5,969,0,모바일앱,99999,0
24000000,39,19547,2,66910,85,2,3470,91.43,3487,39,0,7600000,10.08,756,0,모바일앱,99999,0
48000000,56,0,7,102500,158,4,18700,62.27,12322,6,0,15000000,8.53,886,0,모바일앱,99999,0
30400000,39,7354,4,208870,164,1,0,95.74,1435,61,0,10000000,10.08,849,1,모바일앱,99999,0
17600000,27,0,0,52750,55,0,0,0,2985,50,0,3000000,10.08,863,0,모바일앱,99999,0
50000000,47,94358,8,54620,182,0,0,100,4250,71,0,3000000,8.07,889,0,모바일앱,99999,0
36000000,51,5486,,307380,189,1,0,99.77,9780,100,,5000000,8.32,943,0,모바일앱,99999,0
32800000,54,0,14,606170,75,0,0,59.77,12089,51,0,10000000,9.11,865,1,모바일앱,99999,0
28800000,63,68415,7,429390,185,1,0,98.53,10202,84,0,3000000,9.11,770,1,홈페이지,99999,0
32800000,53,46087,5,127270,167,0,0,94.05,2361,78,0,3000000,9.11,809,0,모바일앱,99999,0
49600000,48,40371,10,188640,182,0,0,98.1,6771,71,0,10000000,7.19,878,1,홈페이지,99999,0
20000000,39,0,16,177490,120,0,0,79.47,4565,0,0,13750000,9.11,844,0,모바일앱,99999,0
23200000,36,31407,18,349150,117,1,0,61.6,5383,93,0,6890000,10.08,759,1,모바일앱,99999,0
21600000,43,0,49,140390,189,0,0,100,5727,0,0,5000000,9.11,822,0,모바일앱,99999,0
30400000,47,9566,3,100000,67,0,0,97.45,2181,44,1,1000000,7.5,846,0,모바일앱,99999,0
0,48,0,1,182230,192,0,0,0,5103,81,0,25000000,7.17,956,1,모바일앱,99999,0
50000000,49,60000,,120290,117,1,0,99.17,7213,61,,5000000,8.32,872,0,모바일앱,99999,0
24800000,43,3000,23,971790,100,1,0,95.28,5933,51,0,24000000,7.17,846,2,모바일앱,99999,0
20000000,35,0,0,66660,71,0,0,97.78,0,0,0,5000000,10.08,953,0,모바일앱,99999,0
21600000,43,23079,4,105670,83,0,0,98.25,7793,50,0,5000000,8.2,847,0,모바일앱,99999,0
21600000,38,15121,11,446080,47,0,0,100,6372,61,0,2700000,7.2,849,0,모바일앱,99999,0
25600000,46,10000,15,232780,189,0,0,100,5766,83,0,10000000,7.2,909,0,홈페이지,99999,0
28000000,44,0,1,110000,129,0,0,98.7,2070,85,0,3000000,7.5,901,1,모바일앱,99999,0
19200000,49,0,4,513040,195,0,0,99.42,7783,0,0,5000000,7.5,875,0,모바일앱,99999,0
27200000,54,0,29,216580,130,0,0,90.2,8396,0,0,20000000,7.5,945,0,모바일앱,99999,0
50000000,54,0,0,239750,92,0,0,85.41,8305,88,1,25000000,7.06,956,0,홈페이지,99999,0
17600000,42,10000,3,495890,63,0,0,100,6590,89,0,1000000,7.12,948,0,모바일웹,99999,0
50000000,39,0,0,69740,123,0,0,0,5869,99,0,25000000,7.17,951,0,모바일앱,99999,0
34400000,58,30000,7,119060,169,0,0,90.43,4415,75,0,25000000,7.04,964,0,모바일웹,99999,0
29600000,51,9326,0,800000,66,1,0,0,9761,68,1,25000000,7.17,938,0,홈페이지,99999,0
36000000,55,2700,0,300000,118,0,0,89.4,6352,100,0,10000000,9.61,959,0,홈페이지,99999,0
24800000,42,6000,8,137060,122,0,0,100,5641,88,0,1000000,7.5,846,2,모바일앱,99999,0
23200000,47,0,2,60130,110,0,0,0,8466,100,0,20000000,7.07,952,0,모바일앱,99999,0
50000000,62,0,0,449690,104,0,0,94.59,11170,85,0,5000000,7.52,895,2,모바일앱,99999,0
29600000,44,11000,21,1357440,150,0,0,98.94,7614,35,1,2000000,9.01,849,1,모바일앱,99999,0
21600000,60,0,19,110000,178,0,0,99.76,1839,25,0,17770000,9.01,919,0,모바일웹,99999,0
18400000,33,18950,6,124200,43,1,0,0,4984,55,0,2000000,7.5,877,1,모바일웹,99999,0
50000000,46,36958,2,67130,103,0,0,0,8093,95,0,20000000,7.04,896,1,모바일앱,99999,0
18400000,38,0,4,89850,168,0,0,100,2927,64,0,16100000,7.5,872,0,모바일앱,99999,0
50000000,44,0,19,155890,162,0,0,100,6644,83,0,25000000,7.19,982,0,모바일앱,99999,0
50000000,40,9583,4,191670,153,0,0,97.22,4301,100,0,5000000,7.17,856,1,모바일앱,281,0
37600000,65,0,38,129490,174,0,0,0,15079,100,0,25000000,7.19,987,1,모바일앱,99999,0
25600000,52,35000,,118960,179,0,0,96.06,5701,93,,8000000,8.93,861,1,모바일앱,99999,0
19200000,42,0,9,67780,55,1,1000,98.28,3423,40,1,3000000,9.56,827,0,모바일앱,227,0
36000000,48,0,0,709390,67,0,0,89.29,9158,81,0,6000000,7.68,969,0,홈페이지,99999,0
36000000,42,52738,1,66030,90,1,0,82.9,8311,59,0,13480000,9.11,801,1,모바일웹,99999,0
23200000,28,0,0,105140,27,2,1785,0,3150,44,0,10000000,8.59,827,0,모바일웹,99999,1
37600000,47,0,11,71430,157,0,0,91.55,3659,96,0,20000000,7.11,953,0,모바일앱,99999,0
50000000,45,197571,2,56540,70,1,0,98.21,6086,87,0,25000000,7.04,901,1,모바일앱,99999,0
33600000,48,0,16,295450,121,0,0,88.72,10362,100,0,25000000,7.55,995,0,홈페이지,99999,0
50000000,57,27667,1,363920,163,1,500,98.9,8302,21,0,25000000,8.59,778,0,홈페이지,189,0
36000000,46,7092,12,266520,195,3,0,83.66,9941,86,0,3000000,7.52,893,0,홈페이지,99999,0
28000000,51,8139,,117700,160,0,0,78.61,7224,76,,4000000,8.32,846,0,홈페이지,99999,0
22400000,48,4926,8,84440,137,0,0,95.42,892,12,0,8500000,9.56,854,0,모바일앱,99999,1
23200000,37,0,4,420660,29,1,4550,93.33,2250,32,0,4000000,9.56,818,1,모바일앱,99999,1
30400000,45,13451,1,173260,99,0,0,94.21,4152,100,0,9000000,7.04,899,1,홈페이지,99999,0
20000000,34,0,2,111800,118,0,0,100,4462,0,0,6000000,9.11,861,0,모바일앱,99999,0
24800000,43,22169,2,115080,178,0,0,87.6,4803,39,0,10000000,8.59,768,1,모바일앱,99999,1
24800000,49,0,12,1603020,224,0,0,96.82,10118,71,1,25000000,7.5,922,1,홈페이지,99999,0
50000000,54,67491,4,253120,175,0,0,100,10622,92,0,3000000,7.55,909,0,홈페이지,99999,0
50000000,59,18667,10,403680,113,0,0,100,6360,44,0,25000000,9.61,899,0,모바일앱,99999,0
28000000,58,5000,10,52670,198,1,0,82.87,10148,63,0,15000000,7.52,860,1,홈페이지,99999,0
19200000,29,0,12,1548970,96,0,0,3.07,3433,78,0,16700000,7.5,939,0,홈페이지,99999,0
32800000,65,23876,0,99500,84,3,0,0,7309,52,0,17700000,8.59,789,2,홈페이지,99999,0
36800000,39,0,3,296190,127,0,0,35.65,4224,32,0,25000000,8.01,940,0,모바일앱,99999,0
50000000,56,7019,3,827620,48,0,0,65.87,8962,89,0,25000000,7.68,959,0,홈페이지,99999,0
20000000,37,0,2,89330,118,0,0,87.5,3341,0,0,13750000,8.59,913,0,모바일앱,99999,0
36800000,47,26423,13,97040,148,1,0,96.05,8265,87,0,25000000,8.01,802,1,모바일앱,99999,0
16000000,48,8470,5,140740,65,0,0,85.89,7714,24,0,7500000,8.59,834,1,모바일앱,99999,1
36000000,35,0,5,181160,182,0,0,0,4058,100,0,25000000,7.04,979,0,모바일앱,99999,0
36000000,40,0,1,215800,118,0,0,100,3189,83,0,25000000,7.2,940,0,홈페이지,99999,0
30400000,33,38000,,124840,184,0,0,100,2545,80,,3000000,8.32,909,0,모바일앱,99999,0
36800000,52,49195,0,335550,93,0,0,0,2506,57,0,3000000,9.56,761,0,모바일앱,99999,1
36000000,46,0,1,144760,40,0,0,0,5429,77,0,25000000,7.5,938,1,모바일앱,99999,0
22400000,34,4000,2,174300,108,0,0,0,4325,82,0,13790000,8.01,836,1,모바일앱,99999,0
28800000,46,25836,1,130110,165,0,0,98.59,6281,79,0,13830000,7.44,852,0,홈페이지,99999,0
24800000,41,0,3,329010,106,0,0,98.4,7202,50,0,11000000,7.5,923,1,모바일앱,99999,0
31200000,48,35276,2,445150,188,1,0,100,4959,96,0,3000000,7.55,860,1,홈페이지,99999,0
0,48,8632,4,141870,137,0,0,34.14,8095,88,0,15000000,7.04,941,0,모바일앱,99999,0
13600000,30,13803,0,215500,179,1,0,94.95,3058,68,0,3000000,9.56,837,0,홈페이지,99999,0
25600000,52,0,2,164710,40,0,0,0,8155,84,0,24960000,9.01,965,0,모바일앱,99999,0
25600000,52,18366,0,132650,172,0,0,95.6,1777,44,0,1000000,8.59,834,1,모바일앱,99999,0
26400000,51,0,3,161000,109,0,0,96.95,8703,98,1,5000000,8.53,890,2,홈페이지,99999,0
50000000,45,7439,1,387050,167,0,0,97.23,6211,86,0,5000000,6.98,959,0,모바일앱,99999,0
17600000,44,35001,33,244740,196,0,0,79.13,9244,89,0,10000000,7.04,877,1,모바일앱,99999,0
24000000,41,26105,7,171200,141,2,0,90,7369,89,0,9200000,8.59,771,0,홈페이지,99999,1
20000000,34,0,1,121070,87,2,1000,80.1,4489,61,0,10300000,9.56,782,0,모바일앱,99999,0
48800000,45,13785,13,171150,193,2,12710,95.7,7992,21,0,3000000,8.53,752,0,모바일앱,99999,0
30400000,50,24181,19,414360,165,1,8000,91.58,5588,9,1,3000000,8.59,755,0,홈페이지,99999,0
31200000,44,32000,1,148770,182,0,0,99.7,4938,56,0,10000000,7.52,896,1,모바일앱,99999,0
20800000,39,0,,279390,204,0,0,0,4483,82,,1000000,8.93,896,0,모바일앱,99999,0
19200000,52,11900,2,101610,73,0,0,96.15,4041,93,0,14600000,9.34,857,0,모바일앱,99999,0
20000000,43,59343,1,136830,161,1,3100,100,4313,38,0,3140000,8.59,801,0,홈페이지,99999,0
50000000,55,196370,0,418250,165,3,33000,100,8058,27,0,3000000,8.01,809,0,모바일앱,99999,0
29600000,44,24899,2,281040,147,1,0,98.18,7757,97,0,25000000,7.17,884,0,모바일앱,99999,1
39200000,42,0,7,618280,79,0,0,56.5,4454,82,0,2000000,8.59,932,1,모바일앱,99999,1
27200000,51,0,0,100000,106,0,0,0,5594,100,0,25000000,7.19,977,0,홈페이지,99999,0
21600000,49,0,,242790,40,0,0,0,8348,100,,18000000,8.32,927,0,모바일웹,99999,0
22400000,44,37722,0,105260,95,3,0,88.24,8290,47,0,6970000,8.01,777,0,모바일웹,99999,0
34400000,31,36383,1,65330,112,1,0,100,2688,67,0,2000000,9.56,822,0,모바일앱,99999,0
16000000,48,9417,7,99810,60,0,0,90,9975,18,0,12230000,8.01,837,2,모바일앱,99999,0
16000000,40,15387,9,80250,157,1,0,100,4337,63,0,5700000,7.52,836,1,모바일앱,99999,0
27200000,53,20000,22,501860,165,0,0,70.05,8904,71,4,10000000,7.68,822,1,모바일앱,99999,0
50000000,58,154085,0,64730,146,0,0,99.27,3712,77,0,3000000,8.01,794,1,모바일앱,99999,0
27200000,44,35389,7,802480,267,3,0,100,8150,0,0,14000000,8.01,769,0,모바일앱,99999,0
19200000,33,0,7,102680,59,0,0,88.75,4628,0,0,8000000,8.59,814,0,모바일앱,99999,1
25600000,56,0,3,156210,76,0,0,0,786,87,0,13000000,9.56,940,0,홈페이지,99999,0
25600000,41,23600,0,129280,152,0,0,98.01,4362,66,0,18270000,8.53,870,1,모바일앱,99999,0
37600000,45,35774,3,85000,35,3,0,51.85,6429,61,0,13530000,9.56,791,0,모바일앱,99999,0
25600000,52,38936,2,336590,152,0,0,0,7300,62,0,2000000,8.59,807,0,모바일웹,99999,0
41600000,54,6082,4,480850,78,1,0,99.52,8794,67,1,6100000,9.28,910,0,모바일앱,99999,0
30400000,61,40899,0,326890,46,2,0,0,10676,89,0,5100000,8.59,759,1,모바일앱,99999,1
45600000,51,0,2,51520,123,0,0,0,6137,85,0,25000000,9.34,933,0,모바일앱,99999,0
21600000,45,2900,66,417500,195,0,0,91.07,8033,17,0,5000000,7.06,880,1,모바일앱,99999,0
29600000,40,50300,2,201260,34,0,0,89.66,3775,42,0,25000000,7.5,877,2,모바일앱,99999,0
28000000,59,6373,2,50680,97,1,0,100,8109,31,0,3000000,7.5,870,1,모바일앱,99999,0
28000000,42,8250,3,57460,68,0,0,64.89,4808,89,0,17970000,8.59,930,1,모바일앱,99999,1
28000000,44,2950,2,254660,25,0,0,0,3704,0,0,4000000,9.56,775,1,모바일앱,99999,0
44800000,35,91200,1,94070,170,0,0,98.79,4037,96,0,5000000,7.45,896,1,홈페이지,99999,0
19200000,37,22050,7,83990,91,0,0,59.86,4806,70,0,8000000,9.61,877,1,모바일앱,99999,0
44000000,50,89003,0,349180,171,0,0,97.47,9144,100,0,3000000,9.15,847,0,홈페이지,99999,0
36800000,40,0,4,233830,183,0,0,0,5643,92,0,5000000,7.68,985,0,모바일앱,99999,0
31200000,45,21973,2,97040,166,0,0,91.68,4543,64,1,15300000,9.11,784,0,모바일앱,99999,0
25600000,44,5000,1,392950,134,1,0,96.84,4091,66,0,10000000,9.92,920,1,모바일앱,99999,0
24000000,42,0,16,165280,193,0,0,99.74,6273,84,0,1000000,9.92,917,0,홈페이지,99999,0
50000000,52,0,17,780970,321,0,0,89.45,9719,100,1,25000000,7.04,995,0,모바일앱,99999,0
36800000,50,29470,1,210350,41,0,0,0,9052,73,1,25000000,7.17,896,0,홈페이지,99999,0
32800000,66,0,6,302930,99,0,0,97.69,12401,73,0,8500000,9.59,927,0,모바일앱,99999,0
20800000,32,45000,1,84270,175,0,0,98.55,2257,83,0,5200000,7.5,841,1,모바일앱,99999,0
40000000,42,4500,1,239400,192,0,0,97.16,2237,68,0,11000000,9.61,874,1,모바일앱,99999,0
26400000,41,17366,5,139150,169,0,0,93.15,5969,44,0,10770000,9.92,847,1,모바일앱,99999,0
29600000,45,0,0,208670,91,0,0,100,5048,89,5,3000000,9.46,931,0,홈페이지,99999,0
50000000,41,65016,1,100000,134,3,0,99.2,6722,64,3,3000000,9.61,873,0,모바일앱,99999,0
36000000,46,0,2,746650,105,0,0,98.82,4722,83,0,14000000,7.17,965,0,모바일앱,99999,0
16800000,30,0,1,163680,84,0,0,96.58,3048,100,0,6000000,7.5,845,1,모바일앱,99999,0
50000000,34,90800,4,162150,74,0,0,0,2824,0,0,25000000,7.17,909,0,모바일앱,99999,0
40000000,57,0,,142000,145,0,0,95.79,9652,99,,20000000,7.72,956,1,홈페이지,99999,0
0,40,15387,9,80250,157,1,0,100,4337,63,0,1080000,7.52,836,1,모바일앱,99999,0
33600000,42,4916,12,388690,97,0,0,100,5827,94,2,20160000,7.17,846,0,모바일앱,99999,0
25600000,48,0,3,114760,125,0,0,100,8709,104,0,24960000,7.11,907,0,모바일앱,99999,0
25600000,49,8433,4,390170,64,0,0,98.53,7542,76,0,1000000,7.17,860,0,모바일앱,99999,0
37600000,50,0,37,319290,110,0,0,97.49,8569,100,0,5000000,9.46,977,0,모바일앱,99999,0
47200000,44,2950,1,214630,119,1,0,97.83,4307,68,0,3000000,9.28,846,1,모바일앱,99999,1
50000000,50,20550,3,434930,192,3,0,92.43,8842,48,0,22000000,7.17,852,0,모바일앱,99999,0
50000000,37,0,0,101700,70,2,0,0,5101,90,0,9000000,7.5,995,0,홈페이지,99999,0
24800000,64,0,4,203050,117,0,0,90.88,292,0,0,8000000,9.56,834,0,모바일앱,99999,0
29600000,62,49815,2,171280,210,2,0,96.63,4678,73,0,7500000,8.59,789,0,홈페이지,99999,1
0,32,45000,1,84270,175,0,0,98.55,2257,83,0,6000000,7.5,841,1,모바일앱,99999,0
21600000,36,0,0,116330,117,0,0,100,5761,100,0,12000000,9.28,912,0,모바일앱,99999,0
19200000,48,29398,2,73600,53,0,0,100,9787,27,0,3000000,8.53,904,1,모바일앱,99999,0
50000000,41,80000,0,182000,52,0,0,100,5836,88,0,2000000,7.55,909,0,모바일앱,99999,0
42400000,53,27500,0,709600,24,1,0,0,8262,54,0,25000000,7.5,861,1,모바일앱,99999,0
38400000,47,10000,12,614040,186,0,0,100,8087,68,0,25000000,9.15,883,0,모바일앱,99999,0
15200000,33,0,5,220490,170,1,0,92.43,2628,88,0,13300000,9.61,965,0,모바일앱,99999,0
24800000,63,17750,17,356730,170,0,0,98.49,13375,56,0,3000000,7.11,844,1,모바일앱,99999,0
21600000,42,44544,31,433360,106,2,0,6.23,4334,34,0,3000000,8.59,767,2,모바일앱,99999,1
28800000,42,50000,0,254110,30,0,0,0,4018,100,0,20000000,7.17,909,0,모바일앱,99999,0
28800000,42,15349,,72190,151,2,0,0,5177,72,,20000000,8.93,837,0,모바일앱,99999,0
44800000,48,39000,0,168500,116,0,0,92.44,2273,89,1,20000000,9.56,838,1,모바일앱,99999,0
24000000,41,31824,6,78520,144,0,0,86.57,6439,17,0,2000000,7.68,801,0,모바일앱,99999,0
50000000,47,0,0,213850,28,0,0,0,7947,100,0,25000000,7.04,969,0,모바일웹,99999,0
50000000,42,0,0,183470,266,0,0,98.46,5790,84,0,2000000,7.11,995,0,모바일앱,99999,0
39200000,40,31511,12,110580,76,0,0,84.13,4612,97,0,25000000,7.17,878,0,모바일앱,99999,0
19200000,39,8666,8,103900,97,0,0,68.1,6594,59,2,10000000,7.17,883,0,모바일앱,99999,0
25600000,45,21666,2,232260,178,0,0,99.94,8229,70,0,20000000,7.17,907,0,모바일앱,99999,0
32800000,41,14944,6,510670,25,1,0,0,6196,96,0,17000000,8.59,774,0,모바일앱,99999,1
36000000,57,0,2,1897530,42,1,0,85.76,8318,70,2,2000000,8.01,904,1,홈페이지,99999,0
23200000,43,42181,5,61020,151,1,0,95.83,2360,73,0,3000000,9.56,801,1,홈페이지,99999,0
32000000,58,6000,5,424630,154,0,0,99.06,3993,100,0,22000000,7.52,853,0,홈페이지,99999,0
48800000,53,987,4,157710,191,0,0,0,8170,113,0,15000000,7.55,964,0,모바일앱,99999,0
23200000,60,7866,0,84830,146,0,0,99.35,8915,100,0,8000000,7.44,842,1,모바일앱,99999,0
22400000,39,24122,4,201640,100,1,600,52.65,3655,62,0,3000000,7.68,756,0,홈페이지,99999,1
32000000,49,10312,1,190320,93,2,0,0,2592,55,0,6000000,8.59,782,0,모바일앱,99999,0
42400000,45,150000,17,318790,184,0,0,99.65,5581,56,1,25000000,7.45,891,0,모바일앱,99999,0
25600000,46,12760,1,98300,187,0,0,99.11,9499,0,0,13000000,8.59,786,1,홈페이지,99999,0
18400000,28,24523,9,1838570,41,2,0,86.4,1982,51,0,4190000,8.59,800,1,모바일앱,99999,0
16800000,67,19900,0,128720,179,0,0,21.31,2240,68,0,3000000,9.11,841,1,모바일앱,99999,0
29600000,41,48772,11,286280,157,2,100,96.81,7794,76,1,3000000,8.59,798,2,모바일앱,99999,0
26400000,46,17294,3,183070,46,3,200,87.25,8323,100,0,16000000,8.01,834,0,모바일앱,99999,1
36000000,41,0,16,311230,92,0,0,94.96,7442,80,0,10000000,9.46,908,0,모바일앱,99999,0
36800000,45,86624,7,148570,171,2,0,98.1,7141,96,2,3000000,8.01,791,1,홈페이지,99999,0
25600000,33,0,3,331860,137,0,0,0,4978,100,1,17010000,8.59,808,0,모바일앱,99999,1
50000000,43,54197,2,150100,174,4,0,94.08,7644,85,0,25000000,8.59,819,0,홈페이지,99999,1
29600000,39,13475,0,100000,38,0,0,59.92,4070,96,0,20000000,8.53,875,0,홈페이지,99999,0
36000000,52,15700,0,168790,76,1,0,97.37,6824,93,0,6000000,7.5,844,1,모바일앱,99999,0
24000000,41,3000,6,340550,29,2,0,0,3103,64,0,1500000,8.59,943,0,모바일앱,99999,0
25600000,38,59032,3,244620,89,2,0,89.66,3227,86,0,6780000,8.59,782,1,모바일앱,99999,1
20000000,48,0,4,708900,122,0,0,96.85,9494,67,0,11000000,7.2,926,1,홈페이지,99999,0
46400000,53,81445,3,104830,166,0,0,100,4110,78,0,3000000,8.01,817,2,모바일앱,99999,0
28800000,49,0,1,103070,178,0,0,44.78,8645,49,0,20000000,7.17,883,1,모바일앱,99999,0
30400000,51,14250,3,245720,202,0,0,94,7737,85,0,14500000,7.5,875,1,모바일앱,99999,0
28800000,45,19100,4,62760,52,0,0,0,0,0,0,13000000,9.56,834,0,모바일앱,99999,0
50000000,44,0,5,207020,169,0,0,91.46,4298,77,0,13000000,9.46,914,1,홈페이지,99999,0
20800000,41,25059,12,250500,161,0,0,92.35,2123,84,0,1000000,9.56,753,2,모바일앱,99999,0
50000000,40,87200,2,373000,135,0,0,99.72,6559,96,0,15000000,7.5,896,1,홈페이지,99999,0
38400000,54,47944,1,99450,122,0,0,87.15,12123,79,0,3000000,7.55,777,1,모바일앱,99999,0
21600000,56,2862,1,218770,150,0,0,98.41,2634,67,0,3000000,9.56,870,1,모바일앱,99999,1
17600000,46,17903,15,441970,182,1,0,92.37,5951,86,0,8190000,8.59,837,0,홈페이지,99999,0
25600000,48,4350,0,53090,137,0,0,80,7207,81,0,12120000,8.59,801,1,모바일앱,99999,1
25600000,55,30032,24,112260,163,0,0,92.16,3655,55,0,18520000,8.01,779,1,모바일앱,99999,1
20000000,44,18000,10,201550,123,0,0,99.46,8287,82,0,3000000,7.06,896,0,모바일앱,99999,0
25600000,49,8433,4,390170,64,0,0,98.53,7541,76,0,1000000,7.17,860,0,모바일앱,99999,0
32800000,37,0,3,132470,72,0,0,98.27,5596,69,0,25000000,7.04,933,1,모바일앱,99999,0
40000000,51,24727,40,591310,282,0,0,98.99,9809,89,1,25000000,7.06,896,1,홈페이지,99999,0
16800000,39,21318,13,544580,90,4,0,0,5640,80,0,7330000,8.59,860,0,모바일앱,99999,0
19200000,43,14040,11,228820,163,0,0,99.14,7971,55,0,17000000,7.04,889,0,모바일앱,99999,0
50000000,50,34088,0,100000,54,0,0,71.43,9506,96,0,10000000,9.92,839,1,모바일앱,99999,0
25600000,53,15000,2,317380,238,0,0,98.78,8533,90,0,16920000,9.01,949,0,모바일앱,99999,0
24000000,45,0,1,92830,149,0,0,0,2965,13,0,10000000,7.19,910,0,모바일웹,99999,0
0,42,10000,3,495890,63,0,0,100,6590,89,0,4000000,7.12,948,0,모바일웹,99999,0
28000000,51,0,1,191130,180,0,0,99.35,9358,45,0,25000000,7.19,856,0,홈페이지,99999,0
20800000,54,29215,37,209080,100,0,0,0,2934,80,1,12000000,8.01,858,0,모바일앱,99999,0
50000000,52,56713,7,578030,160,0,0,0,7847,90,1,25000000,9.46,862,0,홈페이지,99999,1
0,32,38000,1,84270,175,0,0,98.55,2254,83,0,7000000,7.17,930,0,모바일앱,99999,0
27200000,47,0,18,287360,178,0,0,96.12,9328,99,0,25000000,7.04,946,0,모바일앱,99999,0
36800000,36,3800,21,228060,170,1,7447,66.59,5608,48,0,8000000,9.28,855,0,모바일앱,99999,0
50000000,53,4750,11,1140400,98,0,0,29.73,5787,90,0,20000000,7.44,870,0,모바일앱,99999,0
28000000,46,9148,2,375220,89,1,0,55.45,8502,96,0,25000000,7.04,883,0,모바일앱,99999,0
49600000,41,0,6,93350,172,0,0,95.79,5230,96,0,10000000,8.7,1000,0,모바일앱,99999,0
50000000,50,98100,1,189650,93,0,0,0,7858,83,0,3000000,7.44,922,1,모바일앱,99999,0
21600000,39,0,7,288310,126,0,0,93.47,5537,100,0,15500000,7.5,929,0,홈페이지,99999,0
29600000,41,67483,4,565230,173,5,0,98.82,5600,83,1,3000000,8.53,854,1,모바일앱,99999,0
32800000,46,5000,8,382240,103,0,0,76.32,3879,58,0,3000000,8.57,909,0,모바일앱,99999,0
38400000,44,3000,0,270080,186,1,0,72.27,5790,57,0,25000000,7.5,839,1,모바일앱,99999,0
50000000,33,63800,0,294220,45,0,0,85.07,2713,100,0,1000000,9.46,895,0,모바일앱,99999,0
32800000,44,0,4,199820,129,3,0,26.67,7630,77,0,20720000,9.92,866,0,모바일앱,99999,1
50000000,62,47000,11,1187380,346,1,0,99.87,7762,44,3,25000000,7.04,878,1,홈페이지,99999,0
24000000,50,5856,,301480,112,0,0,95.57,4001,100,,14000000,8.93,885,0,모바일앱,99999,0
21600000,49,0,20,172020,109,0,0,99.69,9660,83,0,10000000,7.17,956,1,모바일앱,99999,0
26400000,53,3000,9,220080,155,1,0,99.74,5697,87,0,5000000,7.5,896,3,모바일앱,99999,0
25600000,38,13172,1,106600,146,2,50,100,4452,91,0,1000000,9.11,817,1,모바일앱,99999,0
35200000,42,0,5,86860,164,0,0,99.64,4451,92,0,10000000,7.17,932,1,모바일앱,99999,0
28000000,60,4916,2,323570,103,0,0,0,10192,87,1,5000000,9.61,920,1,모바일앱,99999,0
0,50,23911,15,511200,102,1,0,96.77,4767,61,0,15360000,7.52,977,0,모바일앱,99999,0
29600000,47,5247,4,122420,146,0,0,0,6042,57,0,7000000,9.03,853,0,모바일앱,99999,0
20800000,32,48000,1,84270,176,0,0,100,2305,91,0,3000000,7.45,841,1,모바일앱,99999,0
32000000,51,0,26,110120,174,0,0,93.02,8285,100,0,8000000,7.04,956,1,모바일앱,99999,0
21600000,45,0,2,232770,187,0,0,70.98,3367,81,0,15000000,9.03,924,0,모바일앱,99999,0
